video,scene,lighting,camera_angle,distance,occlusion,source_dataset,note
livingroom_fall_131_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_132_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_133_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_134_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_135_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_136_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_137_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_138_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_139_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_140_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_141_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_142_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_143_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_144_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_145_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_146_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_147_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_148_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_149_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_150_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_151_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_152_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_153_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_154_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_155_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_156_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_157_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_158_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_fall_159_20260827.mp4,livingroom,unknown,unknown,unknown,unknown,Le2i,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_001_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_002_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_003_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_004_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_005_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_006_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_007_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_008_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_009_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_010_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_011_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_012_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_013_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_014_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_015_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
livingroom_lie_down_016_20260827.mp4,livingroom,unknown,side_parallel_floor,unknown,unknown,URFD,distance not provided by official files; lighting/occlusion left unknown unless the source labeled them
